itemID|brand|feature_1|feature_2|feature_3|feature_4|feature_5|categories
3737|612|10|1|503|0|77|[578, 720]
29514|612|10|0|503|0|77|[578, 1081]
14124|274|4|1|457|0|-1|
13435|500|10|0|507|0|9|[1421, 644, 2632, 3447]
13763|1180|4|1|388|0|88|[3513]
8046|675|4|0|474|0|-1|[1073, 2447, 3436, 3274, 1358]
18410|1249|10|1|503|0|39|[2833, 907]
24915|604|6|1|41|0|146|[327, 4000, 4001]
32209|768|4|1|486|0|144|[547]
11037|792|10|1|444|3|84|[3902, 3903, 3910, 3257, 394, 3911, 2872]
18898|768|4|1|486|0|144|[547]
9491|1249|10|1|503|0|39|[3262, 907]
24819|1435|10|2|535|0|85|[562, 3625, 1701, 3155]
23977|792|10|0|439|3|84|[3910, 789, 3999]
24906|604|6|2|495|0|-1|[327, 4002]
5720|737|4|1|536|3|144|[1369, 3040, 1112, 2452, 1879]
15987|402|10|1|536|3|147|[300]
15878|765|6|1|490|0|128|[1807]
20984|386|10|1|243|0|45|[3107, 3469, 3520, 674, 3587, 3916]
23979|402|10|1|536|3|147|[300]
11885|612|10|1|503|0|-1|[2833, 1755]
4593|322|6|1|536|0|46|[3810]
8991|1015|10|1|503|3|28|[2833, 1184]
5251|827|4|0|487|0|144|[3316, 547]
634|1015|10|1|503|3|28|[2833, 1184]
10058|177|10|0|503|0|101|[3424, 191, 1533]
20709|1180|4|2|388|0|88|[3513]
31727|246|4|1|474|0|-1|
14787|771|10|0|502|0|178|[533, 2361]
30369|406|10|0|503|0|9|[1350, 1571]
8181|406|10|1|503|0|45|[1772, 1571, 3948]
15741|396|6|2|499|3|-1|[1921, 394, 862, 1301]
25559|1006|4|0|487|3|66|[846, 1066, 3901, 3905, 3903]
23394|402|10|1|536|0|147|[2178, 300, 4004]
14375|1006|4|0|487|3|66|[846, 1066, 3901, 3905, 3903]
12604|402|10|1|536|0|147|[2178, 300, 4004]
3539|617|4|0|65|3|144|[274, 1952, 480, 1454, 4005]
21249|839|10|0|359|3|95|[2275, 1650, 3173, 2452, 3468]
5850|458|4|1|526|0|-1|
14140|617|10|1|536|3|156|[274, 1047, 1920, 1454, 3907, 4006]
11630|1496|6|0|170|3|122|[1350, 3914]
30134|1305|4|1|458|0|-1|
14123|389|4|1|468|0|-1|
16164|1126|4|0|507|0|-1|[3242, 2091, 67]
12577|1126|4|0|202|3|108|[3242, 922, 2091, 548, 1917]
2503|1126|10|0|513|0|132|[3242, 176, 2731, 1501, 1614, 2839]
30453|1126|10|3|202|3|137|[3242, 922, 2091, 3661, 3916]
28424|1126|4|0|507|0|108|[3242, 2091, 1391]
25338|265|4|1|536|0|144|[300]
29758|265|4|1|536|0|144|[300]
10579|1322|4|1|489|3|66|[855, 3908]
25022|1322|4|1|489|3|66|[855, 3908]
24016|748|6|0|506|0|137|[3755, 702]
6775|906|10|2|502|0|178|[3900, 3901, 3902, 3903, 3910, 163, 3639, 1085]
14467|1496|6|0|170|3|122|[1350, 3914]
4648|28|4|3|491|3|144|[218, 1807, 871, 3914, 3916]
28345|174|10|1|474|3|39|[3005, 3981]
11004|1040|4|0|527|0|161|[3107, 206]
30178|333|4|0|19|0|144|[545, 2021, 414, 2393, 4007]
11916|1058|4|1|491|0|66|[1807]
6685|408|10|0|508|0|101|[3639]
19719|402|6|2|538|3|46|[35]
9972|1125|10|1|505|0|183|[2197]
4179|1476|4|2|474|0|-1|[1803]
17498|366|6|0|498|0|13|[2035, 2748, 862]
17184|221|10|0|503|3|17|[1091, 1083, 2325, 3090]
12132|150|10|1|503|0|9|
10897|1420|6|0|525|3|81|[363, 2079, 1983, 299, 384]
10012|235|4|0|538|3|84|[482, 3915, 3913, 4008, 3914]
12199|430|4|1|362|3|89|[3836]
23769|392|10|0|515|0|188|[3900, 3901, 3902, 3903, 3910, 450, 1868, 3214, 3799]
982|748|4|3|508|0|128|[3639, 308, 2961, 1323, 284, 1694, 1472, 12, 2422, 3916]
11080|392|10|0|515|0|188|[3900, 3901, 3902, 3903, 3910, 450, 1868, 3214, 3799]
5273|271|6|1|525|0|46|[35]
8177|392|10|0|515|0|92|[3900, 3901, 3902, 3903, 3910, 1176, 732, 17, 536]
32084|1232|4|0|474|0|-1|[1244, 1086, 2189, 949]
12237|924|6|0|232|3|122|[1173, 74, 69, 3915, 147, 4009]
970|1180|10|0|515|0|132|[3900, 3901, 3903, 3282]
22091|1040|4|1|452|0|12|[3254, 2483, 3073, 1316, 4010]
19029|1040|4|1|452|0|12|[4010]
3585|1040|4|1|452|0|12|[4010]
1823|964|4|1|491|0|144|[3900, 3910, 3905, 3902, 3903, 3911, 2252]
28875|258|4|0|100|0|175|[2469]
17654|974|6|1|441|3|117|
17358|964|10|1|505|0|126|[3900, 3910, 3902, 3903, 3911, 107]
2841|974|6|1|441|3|117|[3551, 2088]
20926|322|4|1|536|0|144|[3810]
20195|974|6|1|441|3|117|[3551, 2312, 2088]
20383|235|4|0|538|3|84|[482, 2235, 3915, 3913, 4008, 3914]
15986|974|6|1|441|3|117|[3315, 2088]
26702|987|10|1|506|0|17|[3755, 421]
3656|235|4|0|538|3|84|[2709, 3924, 2235, 3915, 3913, 4008, 3914]
29619|1420|6|0|525|0|115|[363, 2079]
15406|1420|10|1|525|3|39|[2620]
11201|314|4|0|514|0|187|[2732, 2451]
26767|408|10|1|508|0|8|[3639]
8485|671|10|1|340|0|84|[1212, 562, 2389, 3525, 141, 1701]
1288|314|4|1|514|0|187|[2732, 2451]
