"itemID","OneTimeCustomers","RepeatPurchaseCustomers","RepeatCustomerProbability"
128,67,10,0.12987012987012986
129,3,0,0
130,1,0,0
131,28,4,0.125
132,3,0,0
133,16,3,0.15789473684210525
134,1,0,0
135,5,0,0
136,9,2,0.18181818181818182
137,18,0,0
138,1,1,0.5
139,111,1,0.008928571428571428
140,1,0,0
141,1,0,0
143,1,0,0
144,1,0,0
145,30,2,0.0625
146,2,2,0.5
147,1,1,0.5
148,45,2,0.0425531914893617
150,0,1,1
151,11,0,0
152,1,0,0
153,1,0,0
154,1,0,0
155,1,0,0
156,8,1,0.1111111111111111
157,5,3,0.375
158,16,3,0.15789473684210525
159,217,5,0.02252252252252252
160,8,0,0
161,45,8,0.1509433962264151
162,1,0,0
163,9,0,0
164,4,0,0
165,1,0,0
166,8,1,0.1111111111111111
167,4,5,0.5555555555555556
168,10,0,0
169,7,1,0.125
170,2,0,0
171,3,0,0
172,20,3,0.13043478260869565
173,7,0,0
175,1,0,0
176,12,1,0.07692307692307693
177,11,0,0
178,1,0,0
179,2,1,0.3333333333333333
180,210,34,0.13934426229508196
181,1,0,0
182,1,0,0
183,1,0,0
184,4,0,0
186,22,2,0.08333333333333333
187,18,1,0.05263157894736842
188,4,0,0
189,1,0,0
190,1,1,0.5
191,4,0,0
192,2,0,0
193,2,0,0
194,3,0,0
195,5,7,0.5833333333333334
196,1,1,0.5
197,231,6,0.02531645569620253
198,2,0,0
199,24,1,0.04
200,1,0,0
201,1,0,0
202,2,0,0
203,1,0,0
204,2,0,0
205,3,1,0.25
206,12,0,0
207,36,15,0.29411764705882354
208,2,0,0
209,0,1,1
210,2,0,0
211,1,0,0
213,22,0,0
214,2,0,0
215,1,0,0
216,1,0,0
217,81,32,0.2831858407079646
218,3,0,0
219,150,62,0.29245283018867924
220,18,3,0.14285714285714285
221,9,1,0.1
222,1,0,0
223,1,0,0
224,61,4,0.06153846153846154
225,12,3,0.2
226,26,3,0.10344827586206896
227,40,3,0.06976744186046512
228,2,0,0
229,2,0,0
230,5,1,0.16666666666666666
231,1,0,0
232,4,1,0.2
233,11,2,0.15384615384615385
234,1,0,0
235,3,1,0.25
236,3,0,0
237,1,0,0
238,69,13,0.15853658536585366
239,9,4,0.3076923076923077
240,27,2,0.06896551724137931
241,77,3,0.0375
242,1,1,0.5
243,1,0,0
244,4,0,0
245,14,0,0
246,5,1,0.16666666666666666
247,12,0,0
248,1,0,0
249,3,0,0
250,189,22,0.10426540284360189
251,1,0,0
252,1,0,0
253,2,0,0
254,29,8,0.21621621621621623
255,26,1,0.037037037037037035
256,2,0,0
257,9,0,0
258,4,0,0
259,27,3,0.1
260,38,3,0.07317073170731707
261,1,0,0
263,118,45,0.27607361963190186
264,4,0,0
265,2,1,0.3333333333333333
266,8,4,0.3333333333333333
267,2,0,0
268,3,0,0
269,35,3,0.07894736842105263
270,5,0,0
271,3,0,0
272,17,2,0.10526315789473684
273,3,0,0
274,1,0,0
275,2,0,0
276,3,0,0
277,27,2,0.06896551724137931
278,3,0,0
279,11,1,0.08333333333333333
280,1,0,0
281,1,0,0
282,2,0,0
283,1,0,0
284,1,0,0
285,16,4,0.2
286,1,0,0
287,86,4,0.044444444444444446
288,28,2,0.06666666666666667
289,2,0,0
290,7,0,0
291,14,2,0.125
292,21,2,0.08695652173913043
293,4,0,0
294,3,1,0.25
295,114,13,0.10236220472440945
296,42,11,0.20754716981132076
297,1,0,0
298,30,1,0.03225806451612903
299,9,0,0
300,5,1,0.16666666666666666
301,10,10,0.5
302,11,5,0.3125
303,6,0,0
304,3,0,0
305,10,0,0
306,1,1,0.5
307,1,0,0
308,8,1,0.1111111111111111
309,52,5,0.08771929824561403
310,1,0,0
311,31,2,0.06060606060606061
312,6,1,0.14285714285714285
313,5,10,0.6666666666666666
314,46,4,0.08
315,4,0,0
316,0,1,1
317,5,0,0
318,3,0,0
319,3,0,0
320,4,0,0
321,4,0,0
322,8,0,0
323,3,0,0
324,9,2,0.18181818181818182
325,68,4,0.05555555555555555
326,12,1,0.07692307692307693
327,4,0,0
328,4,1,0.2
329,6,0,0
330,24,0,0
331,2,0,0
332,21,0,0
333,1,0,0
334,10,3,0.23076923076923078
335,1,0,0
336,1,0,0
337,21,2,0.08695652173913043
338,2,3,0.6
339,1,0,0
340,7,0,0
341,89,7,0.07291666666666667
342,28,5,0.15151515151515152
343,4,0,0
344,2,0,0
345,6,5,0.45454545454545453
346,8,0,0
347,1,0,0
348,2,1,0.3333333333333333
349,34,7,0.17073170731707318
350,1,0,0
351,1,0,0
352,302,79,0.2073490813648294
354,2,0,0
355,1,0,0
357,21,2,0.08695652173913043
358,51,0,0
359,1,0,0
360,0,2,1
361,45,3,0.0625
362,3,0,0
363,27,7,0.20588235294117646
364,7,0,0
365,80,9,0.10112359550561797
367,48,2,0.04
368,13,3,0.1875
369,2,0,0
370,1,0,0
371,5,0,0
372,3,0,0
373,3,2,0.4
374,22,1,0.043478260869565216
375,14,2,0.125
376,80,27,0.2523364485981308
377,2,0,0
378,176,3,0.01675977653631285
379,6,0,0
380,60,2,0.03225806451612903
381,1,0,0
382,1,0,0
383,11,1,0.08333333333333333
384,1,0,0
385,1,0,0
386,1,0,0
387,247,12,0.04633204633204633
388,1,0,0
389,2,0,0
390,2,0,0
391,1,0,0
392,37,21,0.3620689655172414
393,23,0,0
394,4,0,0
395,1596,257,0.13869400971397733
396,1,0,0
397,4,0,0
398,3,1,0.25
399,2,1,0.3333333333333333
400,0,1,1
401,1,0,0
402,4,0,0
403,3,0,0
404,21,2,0.08695652173913043
405,190,4,0.020618556701030927
406,6,0,0
407,1,0,0
408,1,1,0.5
409,11,0,0
410,184,10,0.05154639175257732
411,45,16,0.26229508196721313
412,2,0,0
413,2,0,0
414,1,0,0
415,19,0,0
416,7,0,0
417,23,0,0
418,1,0,0
419,2,3,0.6
420,5,1,0.16666666666666666
421,9,2,0.18181818181818182
422,56,13,0.18840579710144928
423,2,1,0.3333333333333333
424,10,4,0.2857142857142857
425,67,33,0.33
426,12,4,0.25
427,0,1,1
428,18,4,0.18181818181818182
429,25,0,0
430,2,0,0
431,3,0,0
432,6,0,0
433,84,10,0.10638297872340426
434,105,8,0.07079646017699115
435,1,0,0
437,2,0,0
438,11,5,0.3125
439,58,2,0.03333333333333333
440,2,0,0
441,8,0,0
442,8,1,0.1111111111111111
443,13,2,0.13333333333333333
444,11,0,0
445,132,16,0.10810810810810811
446,23,0,0
447,1,0,0
448,2,0,0
449,3,0,0
450,17,1,0.05555555555555555
451,6,0,0
452,4,0,0
453,5,0,0
454,1,0,0
455,1,0,0
456,1,0,0
457,3,0,0
458,1,0,0
459,65,11,0.14473684210526316
460,30,0,0
461,424,186,0.30491803278688523
462,2,0,0
463,7,3,0.3
464,3,0,0
466,368,53,0.12589073634204276
467,10,0,0
468,2,0,0
469,11,0,0
470,35,3,0.07894736842105263
472,3,1,0.25
473,1,0,0
474,2,0,0
475,2,1,0.3333333333333333
476,3,0,0
477,33,2,0.05714285714285714
478,87,12,0.12121212121212122
479,20,0,0
480,1,0,0
481,2,0,0
482,1,0,0
483,3,0,0
484,2,0,0
485,3,3,0.5
486,270,24,0.08163265306122448
487,11,4,0.26666666666666666
488,0,1,1
489,37,7,0.1590909090909091
490,1,0,0
491,8,1,0.1111111111111111
492,4,0,0
493,29,6,0.17142857142857143
494,2,0,0
495,4,0,0
496,1,0,0
497,5,2,0.2857142857142857
498,1,0,0
499,90,20,0.18181818181818182
500,12,0,0
501,1,0,0
502,40,4,0.09090909090909091
503,3,0,0
504,1,0,0
505,4,1,0.2
506,30,9,0.23076923076923078
507,28,1,0.034482758620689655
509,2,0,0
510,1,0,0
511,13,0,0
512,1,0,0
513,3,0,0
514,28,6,0.17647058823529413
515,2,1,0.3333333333333333
516,4,2,0.3333333333333333
517,15,0,0
518,55,7,0.11290322580645161
519,26,0,0
520,10,0,0
521,184,18,0.0891089108910891
522,2,1,0.3333333333333333
523,5,2,0.2857142857142857
524,30,9,0.23076923076923078
525,3,0,0
526,16,0,0
527,1,0,0
529,1,0,0
530,2,0,0
531,1,0,0
532,8,1,0.1111111111111111
533,16,6,0.2727272727272727
534,6,0,0
535,3,0,0
536,232,23,0.09019607843137255
537,2,0,0
538,37,8,0.17777777777777778
539,11,1,0.08333333333333333
541,79,16,0.16842105263157894
542,1,1,0.5
543,88,14,0.13725490196078433
544,6,1,0.14285714285714285
545,6,0,0
546,20,3,0.13043478260869565
547,25,0,0
548,2,1,0.3333333333333333
549,20,1,0.047619047619047616
550,527,48,0.08347826086956522
551,1,0,0
552,253,53,0.17320261437908496
553,4,0,0
554,30,10,0.25
555,1,0,0
556,2,0,0
557,9,0,0
558,2,0,0
559,1,0,0
560,15,0,0
562,95,19,0.16666666666666666
563,1,0,0
564,2,0,0
565,4,0,0
566,12,1,0.07692307692307693
567,9,1,0.1
568,9,1,0.1
569,13,2,0.13333333333333333
570,41,1,0.023809523809523808
571,9,0,0
572,1,0,0
573,3,0,0
574,33,2,0.05714285714285714
575,4,0,0
576,40,2,0.047619047619047616
577,1,0,0
578,2,0,0
579,3,0,0
580,1,0,0
581,8,0,0
582,2,0,0
583,1,0,0
584,1,0,0
585,8,0,0
586,380,7,0.01808785529715762
587,92,33,0.264
588,5,0,0
590,1,0,0
591,5,0,0
592,5,1,0.16666666666666666
593,33,0,0
594,1,2,0.6666666666666666
595,10,2,0.16666666666666666
596,1,0,0
597,4,0,0
598,1,0,0
599,2,0,0
600,11,0,0
602,18,5,0.21739130434782608
603,19,0,0
604,115,25,0.17857142857142858
605,1,0,0
606,1,0,0
607,53,13,0.19696969696969696
608,12,2,0.14285714285714285
609,10,0,0
610,7,1,0.125
611,2,0,0
612,197,13,0.06190476190476191
613,1,0,0
614,1,0,0
615,2,0,0
616,5,0,0
617,6,2,0.25
618,1,0,0
619,22,1,0.043478260869565216
620,4,0,0
621,1,0,0
622,11,0,0
623,11,0,0
624,23,3,0.11538461538461539
625,7,2,0.2222222222222222
626,2,0,0
627,9,0,0
628,56,1,0.017543859649122806
629,2,0,0
630,3,0,0
631,38,0,0
632,0,1,1
633,10,0,0
634,1,0,0
635,47,5,0.09615384615384616
636,5,0,0
637,1264,332,0.20802005012531327
638,1,0,0
639,1,0,0
640,3,0,0
642,8,0,0
643,5,4,0.4444444444444444
644,6,1,0.14285714285714285
645,16,0,0
646,21,1,0.045454545454545456
647,20,0,0
648,6,0,0
649,2,0,0
650,1,0,0
651,1,0,0
652,1,0,0
653,1,0,0
654,1,0,0
655,2,1,0.3333333333333333
656,45,20,0.3076923076923077
657,1,0,0
658,1,0,0
659,19,2,0.09523809523809523
660,3,0,0
661,6,0,0
662,2,1,0.3333333333333333
663,5,0,0
664,73,5,0.0641025641025641
666,1,0,0
667,9,0,0
668,2,0,0
669,3,0,0
670,1,0,0
671,22,2,0.08333333333333333
672,2,0,0
673,0,1,1
674,7,1,0.125
675,22,0,0
676,17,0,0
677,1,0,0
678,7,1,0.125
679,22,2,0.08333333333333333
680,52,0,0
682,1,0,0
683,2,0,0
684,70,3,0.0410958904109589
685,2,0,0
686,4,1,0.2
687,21,2,0.08695652173913043
688,4,3,0.42857142857142855
689,2,1,0.3333333333333333
690,4,0,0
691,10,5,0.3333333333333333
692,103,42,0.2896551724137931
693,78,4,0.04878048780487805
694,15,5,0.25
695,15,3,0.16666666666666666
696,3,0,0
697,191,27,0.12385321100917432
698,5,0,0
699,3,0,0
700,4,0,0
701,1,0,0
702,5,1,0.16666666666666666
703,0,1,1
705,54,3,0.05263157894736842
706,1,0,0
707,5,0,0
708,13,0,0
709,2,0,0
710,2,0,0
711,23,1,0.041666666666666664
712,5,1,0.16666666666666666
713,10,0,0
714,2,1,0.3333333333333333
715,54,14,0.20588235294117646
716,69,5,0.06756756756756757
717,57,1,0.017241379310344827
718,2,1,0.3333333333333333
719,7,0,0
720,1,0,0
721,1,0,0
722,0,1,1
723,1,0,0
724,2,0,0
725,3,0,0
726,3,0,0
727,12,2,0.14285714285714285
728,2,0,0
729,3,1,0.25
730,1,0,0
731,1,0,0
732,3,2,0.4
733,55,2,0.03508771929824561
735,3,1,0.25
736,8,0,0
737,1,0,0
738,85,11,0.11458333333333333
739,320,15,0.04477611940298507
740,1,1,0.5
741,8,1,0.1111111111111111
742,4,1,0.2
743,82,11,0.11827956989247312
744,12,0,0
745,2,0,0
746,14,0,0
747,10,0,0
748,6,0,0
749,1,0,0
750,141,46,0.24598930481283424
751,42,8,0.16
752,1,0,0
753,3,4,0.5714285714285714
754,7,1,0.125
755,2,0,0
756,48,5,0.09433962264150944
757,1,0,0
758,10,3,0.23076923076923078
759,1,0,0
760,19,2,0.09523809523809523
761,0,1,1
762,25,3,0.10714285714285714
763,1,2,0.6666666666666666
764,15,3,0.16666666666666666
765,13,0,0
766,1,0,0
767,1,0,0
768,5,0,0
769,2,0,0
770,5,2,0.2857142857142857
771,1,0,0
772,3,4,0.5714285714285714
773,124,11,0.08148148148148149
774,1,0,0
775,14,3,0.17647058823529413
776,3,0,0
778,0,3,1
779,3,0,0
780,3,0,0
781,13,0,0
782,13,0,0
783,3,0,0
784,1,1,0.5
785,1,0,0
786,3,0,0
787,5,0,0
788,1,0,0
789,7,0,0
790,3,0,0
792,20,5,0.2
793,41,1,0.023809523809523808
794,2,1,0.3333333333333333
795,44,1,0.022222222222222223
796,37,4,0.0975609756097561
797,21,4,0.16
798,0,1,1
799,2,0,0
800,0,2,1
801,3,0,0
802,3,0,0
803,13,5,0.2777777777777778
804,1,0,0
805,1,1,0.5
806,4,0,0
807,1,0,0
808,50,12,0.1935483870967742
809,39,9,0.1875
810,23,2,0.08
811,5,0,0
812,1,0,0
813,1,0,0
814,1,1,0.5
815,1,0,0
816,1,0,0
817,3,0,0
818,1,0,0
819,7,0,0
820,13,2,0.13333333333333333
821,3,0,0
822,5,0,0
823,1,2,0.6666666666666666
824,20,6,0.23076923076923078
826,2,0,0
827,2,1,0.3333333333333333
828,2,0,0
829,16,1,0.058823529411764705
830,5,0,0
831,1,0,0
832,22,3,0.12
833,68,11,0.13924050632911392
834,2,0,0
835,2,0,0
836,7,1,0.125
837,2,0,0
838,13,3,0.1875
839,2,0,0
840,40,7,0.14893617021276595
841,12,2,0.14285714285714285
842,1,0,0
843,1,0,0
844,2,1,0.3333333333333333
845,10,3,0.23076923076923078
846,1,0,0
847,2,0,0
848,94,4,0.04081632653061224
849,2,0,0
850,1,1,0.5
851,1,0,0
852,12,1,0.07692307692307693
853,2,0,0
854,164,19,0.10382513661202186
855,1,0,0
856,2,0,0
857,5,0,0
858,15,3,0.16666666666666666
859,4,0,0
860,7,4,0.36363636363636365
862,3,0,0
863,1,0,0
864,9,1,0.1
865,2,0,0
866,2,2,0.5
867,2,0,0
868,17,3,0.15
869,1,0,0
870,2,0,0
871,11,0,0
872,1,0,0
873,19,3,0.13636363636363635
874,10,0,0
875,378,175,0.31645569620253167
876,1,0,0
877,105,14,0.11764705882352941
878,100,12,0.10714285714285714
879,17,1,0.05555555555555555
880,3,3,0.5
881,2,0,0
882,309,72,0.1889763779527559
883,76,9,0.10588235294117647
884,2,0,0
885,7,1,0.125
886,4,0,0
887,2,0,0
888,25,4,0.13793103448275862
889,4,0,0
890,0,1,1
891,2,0,0
892,1,0,0
893,1,0,0
894,2,0,0
895,47,8,0.14545454545454545
896,46,3,0.061224489795918366
897,49,2,0.0392156862745098
898,1,0,0
899,5,0,0
900,4,1,0.2
901,1,0,0
902,2,1,0.3333333333333333
903,2,0,0
904,1,0,0
905,8,0,0
906,2,0,0
907,1,0,0
908,3,0,0
909,7,0,0
910,6,0,0
911,1,0,0
912,2,0,0
913,80,11,0.12087912087912088
914,3,0,0
915,23,3,0.11538461538461539
916,1,0,0
917,2,0,0
918,34,9,0.20930232558139536
919,1,0,0
920,10,1,0.09090909090909091
921,2,0,0
922,1,0,0
923,59,22,0.2716049382716049
924,18,1,0.05263157894736842
925,7,0,0
926,2,0,0
927,2,0,0
928,2,0,0
930,3,0,0
931,12,0,0
932,3,1,0.25
934,21,1,0.045454545454545456
935,16,1,0.058823529411764705
936,3,0,0
937,2,0,0
938,96,22,0.1864406779661017
939,7,1,0.125
940,6,0,0
941,31,1,0.03125
942,1,0,0
943,1,0,0
944,5,2,0.2857142857142857
945,144,4,0.02702702702702703
946,46,2,0.041666666666666664
947,3,1,0.25
948,0,1,1
949,1,0,0
950,26,10,0.2777777777777778
951,1,0,0
952,1,0,0
953,6,2,0.25
954,13,1,0.07142857142857142
955,36,3,0.07692307692307693
956,4,2,0.3333333333333333
958,1,0,0
959,1,0,0
960,2,2,0.5
961,1,0,0
962,1,0,0
963,9,0,0
964,44,0,0
965,12,1,0.07692307692307693
966,4,0,0
967,170,32,0.15841584158415842
968,13,0,0
969,7,0,0
970,164,3,0.017964071856287425
971,2,0,0
972,1,0,0
973,1,0,0
974,4,0,0
975,70,4,0.05405405405405406
976,15,0,0
977,13,0,0
978,4,0,0
979,27,8,0.22857142857142856
980,2,0,0
981,8,1,0.1111111111111111
982,3,0,0
983,3,0,0
984,2,0,0
985,9,0,0
986,38,4,0.09523809523809523
987,1,0,0
988,2,0,0
990,7,0,0
991,8,0,0
992,6,1,0.14285714285714285
993,4,1,0.2
994,5,0,0
995,12,0,0
996,1,0,0
997,2,0,0
998,4,0,0
999,1,1,0.5
1000,1,0,0
1001,6,0,0
1002,15,2,0.11764705882352941
1003,1,0,0
1004,2,0,0
1005,3,2,0.4
1006,4,0,0
1007,4,0,0
1008,2,0,0
1009,72,14,0.16279069767441862
1010,3,0,0
1011,1,0,0
1012,6,2,0.25
1013,2,1,0.3333333333333333
1014,4,1,0.2
1015,1,0,0
1016,17,9,0.34615384615384615
1017,16,3,0.15789473684210525
1018,1,0,0
1019,1,0,0
1020,7,1,0.125
1021,2,1,0.3333333333333333
1022,5,0,0
1023,6,0,0
1024,5,2,0.2857142857142857
1026,2,0,0
1027,2,2,0.5
1028,1,0,0
1029,2,2,0.5
1030,102,2,0.019230769230769232
1031,7,2,0.2222222222222222
1032,10,2,0.16666666666666666
1033,61,4,0.06153846153846154
1034,0,1,1
1035,0,1,1
1036,6,0,0
1037,4,2,0.3333333333333333
1038,3,1,0.25
1039,1,0,0
1040,0,1,1
1041,2,0,0
1042,17,6,0.2608695652173913
1043,6,0,0
1044,18,5,0.21739130434782608
1045,1,0,0
1046,2,0,0
1047,35,0,0
1048,8,0,0
1049,4,2,0.3333333333333333
1051,339,11,0.03142857142857143
1052,17,0,0
1054,16,2,0.1111111111111111
1055,3,0,0
1056,1,0,0
1057,1,0,0
1058,8,0,0
1059,33,1,0.029411764705882353
1060,53,5,0.08620689655172414
1061,69,14,0.1686746987951807
1062,2,0,0
1063,5,2,0.2857142857142857
1064,129,19,0.12837837837837837
1065,1,0,0
1066,67,13,0.1625
1067,20,1,0.047619047619047616
1068,3,3,0.5
1069,70,23,0.24731182795698925
1070,5,0,0
1071,2,0,0
1072,10,0,0
1073,1,0,0
1074,1,0,0
1075,171,68,0.28451882845188287
1076,1,0,0
1077,13,1,0.07142857142857142
1078,6,0,0
1079,102,8,0.07272727272727272
1080,7,0,0
1081,33,3,0.08333333333333333
1082,1,0,0
1083,3,2,0.4
1084,1,0,0
1085,1,1,0.5
1086,1,0,0
1087,6,0,0
1089,1,0,0
1090,1,1,0.5
1091,1,0,0
1092,1,0,0
1093,5,0,0
1094,22,1,0.043478260869565216
1095,2,0,0
1096,47,0,0
1097,14,0,0
1098,1,0,0
1099,3,2,0.4
1100,30,0,0
1101,1,0,0
1102,1,0,0
1103,5,0,0
1104,23,1,0.041666666666666664
1105,26,28,0.5185185185185185
1106,15,1,0.0625
1107,1,0,0
1108,3,0,0
1109,17,5,0.22727272727272727
1110,1,0,0
1111,1,0,0
1112,3,0,0
1113,4,0,0
1114,2,0,0
1115,1,0,0
1116,23,0,0
1117,1,0,0
1118,5,2,0.2857142857142857
1119,12,0,0
1120,4,1,0.2
1121,2,0,0
1122,4,0,0
1123,38,1,0.02564102564102564
1124,1,0,0
1125,38,2,0.05
1126,7,0,0
1127,2,0,0
1128,123,18,0.1276595744680851
1129,1,0,0
1130,37,22,0.3728813559322034
1131,1,0,0
1132,2,0,0
1133,1,0,0
1134,6,1,0.14285714285714285
1135,1,0,0
1136,4,0,0
1137,1,0,0
1138,2,0,0
1139,2,0,0
1140,1,0,0
1141,10,4,0.2857142857142857
1142,4,0,0
1143,71,11,0.13414634146341464
1144,3,0,0
1145,2,0,0
1146,1,0,0
1147,0,1,1
1148,15,0,0
1149,5,0,0
1150,1,0,0
1151,2,0,0
1152,68,10,0.1282051282051282
1153,2,0,0
1154,36,4,0.1
1156,2,0,0
1157,2,0,0
1159,7,0,0
1160,79,10,0.11235955056179775
1161,3,0,0
1162,2,0,0
1163,9,3,0.25
1164,4,0,0
1165,1,0,0
1166,1,0,0
1167,2,0,0
1168,37,0,0
1169,11,0,0
1170,2,1,0.3333333333333333
1171,2,0,0
1172,1,0,0
1173,70,5,0.06666666666666667
1174,17,3,0.15
1175,1,0,0
1176,31,0,0
1177,1,0,0
1178,42,0,0
1179,2,0,0
1180,9,1,0.1
1182,37,1,0.02631578947368421
1183,1,1,0.5
1184,2,0,0
1185,5,1,0.16666666666666666
1186,1,0,0
1187,2,0,0
1188,2,0,0
1189,6,0,0
1190,1,0,0
1191,10,4,0.2857142857142857
1192,2,0,0
1193,2,0,0
1195,2,0,0
1196,1,0,0
1197,2,0,0
1198,3,0,0
1199,7,0,0
1200,35,4,0.10256410256410256
1201,3,1,0.25
1202,1,0,0
1203,1,0,0
1204,1,0,0
1206,1,0,0
1207,33,0,0
1208,3,0,0
1209,1,0,0
1210,1,0,0
1211,23,2,0.08
1212,2,0,0
1213,1,0,0
1214,2,0,0
1215,1,0,0
1216,10,4,0.2857142857142857
1217,1,0,0
1218,4,0,0
1219,7,1,0.125
1220,18,0,0
1222,0,1,1
1223,1,0,0
1224,10,1,0.09090909090909091
1225,3,0,0
1226,74,2,0.02631578947368421
1227,4,1,0.2
1228,3,0,0
1229,84,0,0
1230,5,0,0
1231,3,0,0
1232,19,3,0.13636363636363635
1233,1,0,0
1234,19,4,0.17391304347826086
1235,9,0,0
1236,126,36,0.2222222222222222
1237,4,0,0
1238,5,0,0
1239,491,21,0.041015625
1240,5,0,0
1241,2,0,0
1242,24,4,0.14285714285714285
1243,4,0,0
1244,1,0,0
1245,3,1,0.25
1246,8,0,0
1247,26,3,0.10344827586206896
1248,2,1,0.3333333333333333
1249,87,9,0.09375
1250,5,3,0.375
1251,1,0,0
1252,386,82,0.1752136752136752
1253,11,8,0.42105263157894735
1254,2,0,0
1255,2,0,0
1256,4,0,0
1257,19,1,0.05
1258,2,1,0.3333333333333333
1259,15,1,0.0625
1260,42,5,0.10638297872340426
1261,49,0,0
1262,0,1,1
1263,29,5,0.14705882352941177
1264,19,1,0.05
1265,1,1,0.5
1266,0,1,1
1267,1,0,0
1268,1,0,0
1269,6,1,0.14285714285714285
1270,4,0,0
1271,4,0,0
1272,2,0,0
1273,13,5,0.2777777777777778
1274,4,1,0.2
1275,123,1,0.008064516129032258
1276,11,2,0.15384615384615385
1277,313,5,0.015723270440251572
1278,1,0,0
1279,2,0,0
1280,11,0,0
1282,15,1,0.0625
1283,31,0,0
1284,56,10,0.15151515151515152
1285,5,0,0
1286,13,1,0.07142857142857142
1287,2,0,0
1288,3,1,0.25
1289,1,0,0
1290,129,23,0.1513157894736842
1291,2,0,0
1292,2,0,0
1293,31,0,0
1294,72,21,0.22580645161290322
1295,0,1,1
1296,4,0,0
1297,6,1,0.14285714285714285
1298,8,1,0.1111111111111111
1299,58,35,0.3763440860215054
1300,12,1,0.07692307692307693
1301,3,2,0.4
1302,7,0,0
1303,2,1,0.3333333333333333
1304,3,0,0
1305,6,1,0.14285714285714285
1306,34,8,0.19047619047619047
1307,1,0,0
1308,3,0,0
1309,1,0,0
1310,2,1,0.3333333333333333
1311,263,53,0.16772151898734178
1312,1,0,0
1313,3,0,0
1315,31,1,0.03125
1316,4,1,0.2
1317,88,2,0.022222222222222223
1319,12,4,0.25
1320,19,1,0.05
1321,1,0,0
1322,630,94,0.1298342541436464
1323,0,1,1
1324,2,0,0
1325,181,14,0.07179487179487179
1326,4,6,0.6
1327,0,2,1
1328,46,0,0
1329,2,0,0
1330,2,0,0
1332,6,2,0.25
1333,3,0,0
1334,1,1,0.5
1335,22,2,0.08333333333333333
1336,87,19,0.1792452830188679
1337,0,1,1
1338,2,0,0
1339,15,0,0
1340,49,29,0.3717948717948718
1341,5,0,0
1342,4,1,0.2
1343,1,0,0
1345,1,0,0
1346,3,0,0
1347,4,0,0
1348,1,0,0
1349,2,0,0
1350,19,2,0.09523809523809523
1351,34,4,0.10526315789473684
1352,74,13,0.14942528735632185
1353,2,0,0
1354,9,1,0.1
1355,7,0,0
1356,1,0,0
1357,2,0,0
1358,77,0,0
1360,0,1,1
1361,1,0,0
1362,1,0,0
1363,13,3,0.1875
1364,3,0,0
1365,3,0,0
1366,13,0,0
1367,17,3,0.15
1368,6,0,0
1369,7,0,0
1370,3,0,0
1371,3,0,0
1372,15,0,0
1373,1,0,0
1374,29,2,0.06451612903225806
