"brand","Sum(order)","brandOrderRatio","orderSumAllItems"
63,1,0.0000006667137811071983,1499894
64,2,0.0000013334275622143966,1499894
65,5,0.0000033335689055359913,1499894
66,3,0.0000020001413433215946,1499894
67,11,0.0000073338515921791804,1499894
68,62,0.00004133625442864629,1499894
69,86,0.00005733738517521905,1499894
70,699,0.0004660329329939316,1499894
71,821,0.0005473720142890097,1499894
72,33,0.000022001554776537543,1499894
73,3117,0.002078146855711137,1499894
74,164,0.00010934106010158051,1499894
75,739,0.0004927014842382195,1499894
76,14,0.000009333992935500775,1499894
77,957,0.0006380450885195887,1499894
78,649,0.00043269724393857166,1499894
79,0,0,1499894
80,49,0.000032668975274252714,1499894
81,3,0.0000020001413433215946,1499894
82,1272,0.0008480599295683562,1499894
83,503,0.0003353570318969207,1499894
84,19,0.000012667561841036766,1499894
85,2,0.0000013334275622143966,1499894
86,71,0.00004733667845861108,1499894
87,5,0.0000033335689055359913,1499894
88,4,0.000002666855124428793,1499894
89,134,0.00008933964666836456,1499894
90,55,0.0000366692579608959,1499894
91,285,0.0001900134276155515,1499894
92,91,0.00006067095408075504,1499894
93,11,0.0000073338515921791804,1499894
94,0,0,1499894
95,436,0.00029068720856273845,1499894
96,27,0.000018001272089894353,1499894
97,1,0.0000006667137811071983,1499894
98,338,0.000225349258014233,1499894
99,20,0.000013334275622143965,1499894
100,4,0.000002666855124428793,1499894
101,3629,0.0024195043116380225,1499894
102,24,0.000016001130746572756,1499894
103,1,0.0000006667137811071983,1499894
104,11,0.0000073338515921791804,1499894
105,8301,0.005534391096970853,1499894
106,2,0.0000013334275622143966,1499894
107,992,0.0006613800708583406,1499894
108,4,0.000002666855124428793,1499894
109,61,0.000040669540647539094,1499894
110,346,0.0002306829682630906,1499894
111,702,0.0004680330743372532,1499894
112,1,0.0000006667137811071983,1499894
113,7,0.000004666996467750388,1499894
114,1,0.0000006667137811071983,1499894
115,4,0.000002666855124428793,1499894
116,204,0.00013600961134586844,1499894
117,54,0.000036002544179788706,1499894
118,1620,0.0010800763253936611,1499894
119,92,0.00006133766786186223,1499894
120,2186,0.0014574363255003353,1499894
121,16,0.000010667420497715173,1499894
122,160,0.00010667420497715172,1499894
123,440,0.0002933540636871672,1499894
124,53,0.000035335830398681505,1499894
125,6,0.000004000282686643189,1499894
126,1,0.0000006667137811071983,1499894
127,7523,0.005015687775269452,1499894
128,84,0.00005600395761300465,1499894
129,8,0.000005333710248857586,1499894
130,432,0.00028802035343830965,1499894
131,7,0.000004666996467750388,1499894
132,657,0.00043803095418742927,1499894
133,5,0.0000033335689055359913,1499894
134,45,0.00003000212014982392,1499894
135,2960,0.001973472792077307,1499894
136,638,0.00042536339234639246,1499894
137,1,0.0000006667137811071983,1499894
138,424,0.00028268664318945204,1499894
139,909,0.0006060428270264432,1499894
140,349,0.00023268310960641218,1499894
141,0,0,1499894
142,15,0.000010000706716607973,1499894
143,1419,0.0009460668553911144,1499894
144,15,0.000010000706716607973,1499894
145,183,0.00012200862194261728,1499894
146,64,0.00004266968199086069,1499894
147,4983,0.0033222347712571687,1499894
148,22,0.000014667703184358361,1499894
149,1,0.0000006667137811071983,1499894
150,3680,0.0024535067144744894,1499894
151,0,0,1499894
152,4,0.000002666855124428793,1499894
153,107,0.00007133837457847021,1499894
154,4,0.000002666855124428793,1499894
155,91,0.00006067095408075504,1499894
156,22,0.000014667703184358361,1499894
157,15541,0.010361398872186968,1499894
158,100,0.00006667137811071983,1499894
159,9,0.000006000424029964784,1499894
160,153,0.00010200720850940133,1499894
161,8,0.000005333710248857586,1499894
162,47,0.00003133554771203832,1499894
163,11,0.0000073338515921791804,1499894
164,26,0.000017334558308787155,1499894
165,98,0.00006533795054850543,1499894
166,22,0.000014667703184358361,1499894
167,137,0.00009133978801168616,1499894
168,1,0.0000006667137811071983,1499894
169,269,0.00017934600711783634,1499894
170,104,0.00006933823323514862,1499894
171,37,0.000024668409900966334,1499894
172,1,0.0000006667137811071983,1499894
173,23,0.00001533441696546556,1499894
174,4394,0.002929540354185029,1499894
175,788,0.0005253704595124722,1499894
176,244,0.00016267816259015638,1499894
177,5871,0.003914276608880361,1499894
178,28,0.00001866798587100155,1499894
179,4,0.000002666855124428793,1499894
180,15,0.000010000706716607973,1499894
181,13,0.000008667279154393578,1499894
182,6,0.000004000282686643189,1499894
183,4,0.000002666855124428793,1499894
184,130,0.00008667279154393577,1499894
185,2129,0.001419433639977225,1499894
186,63414,0.04227898771513187,1499894
187,73,0.000048670106020825474,1499894
188,1,0.0000006667137811071983,1499894
189,13,0.000008667279154393578,1499894
190,2,0.0000013334275622143966,1499894
191,1573,0.001048740777681623,1499894
192,9,0.000006000424029964784,1499894
193,15850,0.010567413430549092,1499894
194,17391,0.011594819367235285,1499894
195,381,0.0002540179506018425,1499894
196,219,0.00014601031806247641,1499894
197,1,0.0000006667137811071983,1499894
198,41,0.00002733526502539513,1499894
199,1313,0.0008753951945937513,1499894
200,25,0.000016667844527679958,1499894
201,247,0.00016467830393347797,1499894
202,6,0.000004000282686643189,1499894
203,639,0.0004260301061274997,1499894
204,7,0.000004666996467750388,1499894
205,34,0.00002266826855764474,1499894
206,1272,0.0008480599295683562,1499894
207,4479,0.002986211025579141,1499894
208,0,0,1499894
209,4,0.000002666855124428793,1499894
210,6,0.000004000282686643189,1499894
211,5,0.0000033335689055359913,1499894
212,234,0.0001560110247790844,1499894
213,93,0.00006200438164296944,1499894
214,22,0.000014667703184358361,1499894
215,63,0.00004200296820975349,1499894
216,7,0.000004666996467750388,1499894
217,1,0.0000006667137811071983,1499894
218,277,0.00018467971736669392,1499894
219,8503,0.005669067280754506,1499894
220,286,0.0001906801413966587,1499894
221,405,0.0002700190813484153,1499894
222,23,0.00001533441696546556,1499894
223,15,0.000010000706716607973,1499894
224,153,0.00010200720850940133,1499894
225,12253,0.0081692439599065,1499894
226,16,0.000010667420497715173,1499894
227,14,0.000009333992935500775,1499894
228,19,0.000012667561841036766,1499894
229,133,0.00008867293288725736,1499894
230,61,0.000040669540647539094,1499894
231,203,0.00013534289756476125,1499894
232,128,0.00008533936398172138,1499894
233,9,0.000006000424029964784,1499894
234,72,0.00004800339223971827,1499894
235,1303,0.0008687280567826793,1499894
236,21,0.000014000989403251163,1499894
237,88,0.000058670812737433444,1499894
238,3581,0.002387502050144877,1499894
239,323,0.00021534855129762504,1499894
240,143,0.00009534007069832934,1499894
241,21,0.000014000989403251163,1499894
242,4,0.000002666855124428793,1499894
243,112,0.0000746719434840062,1499894
244,1,0.0000006667137811071983,1499894
245,12,0.000008000565373286378,1499894
246,820,0.0005467053005079026,1499894
247,5,0.0000033335689055359913,1499894
248,202,0.00013467618378365404,1499894
249,495,0.00033002332164806315,1499894
250,142,0.00009467335691722216,1499894
251,513,0.0003420241697079927,1499894
252,78,0.000052003674926361466,1499894
253,1,0.0000006667137811071983,1499894
254,1,0.0000006667137811071983,1499894
255,11,0.0000073338515921791804,1499894
256,197,0.00013134261487811804,1499894
257,300,0.00020001413433215948,1499894
258,2215,0.0014767710251524441,1499894
259,13,0.000008667279154393578,1499894
260,0,0,1499894
261,24,0.000016001130746572756,1499894
262,50,0.000033335689055359915,1499894
263,113,0.0000753386572651134,1499894
264,0,0,1499894
265,71,0.00004733667845861108,1499894
266,677,0.0004513652298095732,1499894
267,8612,0.005741739082895192,1499894
268,9,0.000006000424029964784,1499894
269,476,0.00031735575980702634,1499894
270,1,0.0000006667137811071983,1499894
271,168,0.0001120079152260093,1499894
272,122,0.00008133908129507819,1499894
273,121,0.00008067236751397099,1499894
274,1711,0.0011407472794744162,1499894
275,12,0.000008000565373286378,1499894
276,0,0,1499894
277,41,0.00002733526502539513,1499894
278,20,0.000013334275622143965,1499894
279,812,0.000541371590259045,1499894
280,2808,0.0018721322973490127,1499894
281,195,0.00013000918731590367,1499894
282,11,0.0000073338515921791804,1499894
283,487,0.00032468961139920554,1499894
284,291,0.00019401371030219468,1499894
285,3,0.0000020001413433215946,1499894
286,1225,0.0008167243818563178,1499894
287,1433,0.000955400848326615,1499894
288,992,0.0006613800708583406,1499894
289,6,0.000004000282686643189,1499894
290,5365,0.0035769194356401186,1499894
291,8,0.000005333710248857586,1499894
292,10,0.000006667137811071983,1499894
293,81,0.000054003816269683056,1499894
294,23,0.00001533441696546556,1499894
295,10,0.000006667137811071983,1499894
296,0,0,1499894
297,1,0.0000006667137811071983,1499894
298,161,0.00010734091875825891,1499894
299,0,0,1499894
300,5,0.0000033335689055359913,1499894
301,1,0.0000006667137811071983,1499894
302,298,0.00019868070676994507,1499894
303,78,0.000052003674926361466,1499894
304,68,0.00004533653711528948,1499894
305,331,0.00022068226154648262,1499894
306,73,0.000048670106020825474,1499894
307,76,0.000050670247364147064,1499894
308,2,0.0000013334275622143966,1499894
309,155,0.00010334063607161573,1499894
310,16,0.000010667420497715173,1499894
311,356,0.00023735010607416258,1499894
312,11,0.0000073338515921791804,1499894
313,435,0.00029002049478163124,1499894
314,1322,0.000881395618623716,1499894
315,47,0.00003133554771203832,1499894
316,32,0.000021334840995430345,1499894
317,156,0.00010400734985272293,1499894
318,5,0.0000033335689055359913,1499894
319,796,0.0005307041697613298,1499894
320,123,0.00008200579507618539,1499894
321,10,0.000006667137811071983,1499894
322,18430,0.012287534985805664,1499894
323,6734,0.004489650601975873,1499894
324,1,0.0000006667137811071983,1499894
325,17222,0.011482144738228168,1499894
326,52,0.00003466911661757431,1499894
327,2,0.0000013334275622143966,1499894
328,3463,0.0023088298239742275,1499894
329,1,0.0000006667137811071983,1499894
330,2,0.0000013334275622143966,1499894
331,16,0.000010667420497715173,1499894
332,0,0,1499894
333,1455,0.0009700685515109734,1499894
334,1182,0.0007880556892687084,1499894
335,63,0.00004200296820975349,1499894
336,22,0.000014667703184358361,1499894
337,857,0.0005713737104088689,1499894
338,0,0,1499894
339,3,0.0000020001413433215946,1499894
340,117,0.0000780055123895422,1499894
341,4,0.000002666855124428793,1499894
342,3748,0.002498843251589779,1499894
343,47,0.00003133554771203832,1499894
344,2,0.0000013334275622143966,1499894
345,571,0.0003806935690122102,1499894
346,1011,0.0006740476326993775,1499894
347,15064,0.010043376398598834,1499894
348,21,0.000014000989403251163,1499894
349,165,0.00011000777388268772,1499894
350,1,0.0000006667137811071983,1499894
351,1,0.0000006667137811071983,1499894
352,21,0.000014000989403251163,1499894
353,15,0.000010000706716607973,1499894
354,35,0.00002333498233875194,1499894
355,2,0.0000013334275622143966,1499894
356,2267,0.0015114401417700184,1499894
357,31,0.000020668127214323144,1499894
358,174,0.0001160081979126525,1499894
359,5,0.0000033335689055359913,1499894
360,15,0.000010000706716607973,1499894
361,19969,0.013313607494929642,1499894
362,2036,0.0013574292583342555,1499894
363,3335,0.002223490459992506,1499894
364,0,0,1499894
365,255,0.00017001201418233555,1499894
366,7446,0.004964350814124198,1499894
367,194,0.00012934247353479645,1499894
368,0,0,1499894
369,2197,0.0014647701770925145,1499894
370,1,0.0000006667137811071983,1499894
371,7,0.000004666996467750388,1499894
372,7,0.000004666996467750388,1499894
373,1822,0.0012147525091773153,1499894
374,19,0.000012667561841036766,1499894
375,3,0.0000020001413433215946,1499894
376,2,0.0000013334275622143966,1499894
377,25,0.000016667844527679958,1499894
378,11732,0.00782188607994965,1499894
379,7,0.000004666996467750388,1499894
380,4,0.000002666855124428793,1499894
381,341,0.0002273493993575546,1499894
382,418,0.00027868636050280886,1499894
383,16,0.000010667420497715173,1499894
384,1,0.0000006667137811071983,1499894
385,3,0.0000020001413433215946,1499894
386,6096,0.00406428720962948,1499894
387,40,0.00002666855124428793,1499894
388,1428,0.0009520672794210791,1499894
389,1658,0.0011054114490757347,1499894
390,16,0.000010667420497715173,1499894
391,44,0.000029335406368716722,1499894
392,2210,0.001473437456246908,1499894
393,6234,0.004156293711422274,1499894
394,45,0.00003000212014982392,1499894
395,73,0.000048670106020825474,1499894
396,1702,0.0011347468554444514,1499894
397,182,0.00012134190816151008,1499894
398,294,0.00019601385164551627,1499894
399,604,0.00040269512378874776,1499894
400,8122,0.005415049330152664,1499894
401,25,0.000016667844527679958,1499894
402,193,0.00012867575975368927,1499894
403,1,0.0000006667137811071983,1499894
404,1290,0.0008600607776282857,1499894
405,48,0.00003200226149314551,1499894
406,15908,0.01060608282985331,1499894
407,11,0.0000073338515921791804,1499894
408,16168,0.010779428412941182,1499894
409,1,0.0000006667137811071983,1499894
410,1235,0.0008233915196673899,1499894
411,996,0.0006640469259827695,1499894
412,3,0.0000020001413433215946,1499894
413,1,0.0000006667137811071983,1499894
414,16,0.000010667420497715173,1499894
415,291,0.00019401371030219468,1499894
416,17,0.00001133413427882237,1499894
417,86,0.00005733738517521905,1499894
418,50,0.000033335689055359915,1499894
419,2,0.0000013334275622143966,1499894
420,97,0.00006467123676739823,1499894
421,5,0.0000033335689055359913,1499894
422,0,0,1499894
423,4,0.000002666855124428793,1499894
424,45,0.00003000212014982392,1499894
425,17,0.00001133413427882237,1499894
426,6,0.000004000282686643189,1499894
427,444,0.000296020918811596,1499894
428,310,0.00020668127214323146,1499894
429,69,0.000046003250896396676,1499894
430,1091,0.0007273847351879532,1499894
431,342,0.0002280161131386618,1499894
432,354,0.00023601667851194818,1499894
433,902,0.0006013758305586928,1499894
434,9,0.000006000424029964784,1499894
435,13,0.000008667279154393578,1499894
436,1,0.0000006667137811071983,1499894
437,2,0.0000013334275622143966,1499894
438,101,0.00006733809189182702,1499894
439,233,0.0001553443109979772,1499894
440,16,0.000010667420497715173,1499894
441,3807,0.0025381793646751037,1499894
442,14,0.000009333992935500775,1499894
443,1113,0.0007420524383723116,1499894
444,71,0.00004733667845861108,1499894
445,1,0.0000006667137811071983,1499894
446,78,0.000052003674926361466,1499894
447,117,0.0000780055123895422,1499894
448,9,0.000006000424029964784,1499894
449,8806,0.005871081556429987,1499894
450,727,0.0004847009188649331,1499894
451,131,0.00008733950532504297,1499894
452,185,0.00012334204950483168,1499894
453,8451,0.005634398164136932,1499894
454,759,0.0005060357598603635,1499894
455,683,0.0004553655124962164,1499894
456,7,0.000004666996467750388,1499894
457,10,0.000006667137811071983,1499894
458,4,0.000002666855124428793,1499894
459,444,0.000296020918811596,1499894
460,294,0.00019601385164551627,1499894
461,43,0.000028668692587609524,1499894
462,247,0.00016467830393347797,1499894
463,34,0.00002266826855764474,1499894
464,88,0.000058670812737433444,1499894
465,13,0.000008667279154393578,1499894
466,4,0.000002666855124428793,1499894
467,4,0.000002666855124428793,1499894
468,19,0.000012667561841036766,1499894
469,16,0.000010667420497715173,1499894
470,1,0.0000006667137811071983,1499894
471,5,0.0000033335689055359913,1499894
472,139,0.00009267321557390055,1499894
473,3564,0.0023761679158660546,1499894
474,71,0.00004733667845861108,1499894
475,47,0.00003133554771203832,1499894
476,2,0.0000013334275622143966,1499894
477,5,0.0000033335689055359913,1499894
478,357,0.00023801681985526977,1499894
479,158,0.00010534077741493732,1499894
480,24,0.000016001130746572756,1499894
481,1539,0.001026072509123978,1499894
482,18,0.000012000848059929568,1499894
483,7,0.000004666996467750388,1499894
484,3150,0.0021001484104876743,1499894
485,371,0.00024735081279077053,1499894
486,35,0.00002333498233875194,1499894
487,10,0.000006667137811071983,1499894
488,2,0.0000013334275622143966,1499894
489,5,0.0000033335689055359913,1499894
490,36,0.000024001696119859136,1499894
491,3,0.0000020001413433215946,1499894
492,139,0.00009267321557390055,1499894
493,87,0.00005800409895632625,1499894
494,19,0.000012667561841036766,1499894
495,66,0.000044003109553075086,1499894
496,61,0.000040669540647539094,1499894
497,103,0.00006867151945404142,1499894
498,15,0.000010000706716607973,1499894
499,10,0.000006667137811071983,1499894
500,754,0.0005027021909548275,1499894
501,6,0.000004000282686643189,1499894
502,3,0.0000020001413433215946,1499894
503,1,0.0000006667137811071983,1499894
504,8479,0.005653066150007934,1499894
505,34,0.00002266826855764474,1499894
506,1,0.0000006667137811071983,1499894
507,4,0.000002666855124428793,1499894
508,3,0.0000020001413433215946,1499894
509,19,0.000012667561841036766,1499894
510,194,0.00012934247353479645,1499894
511,3,0.0000020001413433215946,1499894
512,132,0.00008800621910615017,1499894
513,128,0.00008533936398172138,1499894
514,8129,0.0054197163266204145,1499894
515,530,0.00035335830398681506,1499894
516,2,0.0000013334275622143966,1499894
517,3,0.0000020001413433215946,1499894
518,49,0.000032668975274252714,1499894
519,84,0.00005600395761300465,1499894
520,55,0.0000366692579608959,1499894
521,25,0.000016667844527679958,1499894
522,44,0.000029335406368716722,1499894
523,10730,0.007153838871280237,1499894
524,740,0.0004933681980193267,1499894
525,7,0.000004666996467750388,1499894
526,32,0.000021334840995430345,1499894
527,7,0.000004666996467750388,1499894
528,33,0.000022001554776537543,1499894
529,2,0.0000013334275622143966,1499894
530,1,0.0000006667137811071983,1499894
531,41,0.00002733526502539513,1499894
532,1258,0.0008387259366328554,1499894
533,86,0.00005733738517521905,1499894
534,52,0.00003466911661757431,1499894
535,8,0.000005333710248857586,1499894
536,28,0.00001866798587100155,1499894
537,0,0,1499894
538,81,0.000054003816269683056,1499894
539,42360,0.02824199576770092,1499894
540,2,0.0000013334275622143966,1499894
541,167,0.0001113412014449021,1499894
542,46,0.00003066883393093112,1499894
543,2,0.0000013334275622143966,1499894
544,161,0.00010734091875825891,1499894
545,7,0.000004666996467750388,1499894
546,9,0.000006000424029964784,1499894
547,1,0.0000006667137811071983,1499894
548,52,0.00003466911661757431,1499894
549,676,0.000450698516028466,1499894
550,152,0.00010134049472829413,1499894
551,23,0.00001533441696546556,1499894
552,448,0.0002986877739360248,1499894
553,17,0.00001133413427882237,1499894
554,188,0.00012534219084815327,1499894
555,2,0.0000013334275622143966,1499894
556,6,0.000004000282686643189,1499894
557,94,0.00006267109542407664,1499894
558,183,0.00012200862194261728,1499894
559,22,0.000014667703184358361,1499894
560,10,0.000006667137811071983,1499894
561,30,0.000020001413433215946,1499894
562,182,0.00012134190816151008,1499894
563,30,0.000020001413433215946,1499894
564,2919,0.0019461375270519116,1499894
565,35,0.00002333498233875194,1499894
566,5,0.0000033335689055359913,1499894
567,48,0.00003200226149314551,1499894
568,81,0.000054003816269683056,1499894
569,13873,0.009249320285300162,1499894
570,0,0,1499894
571,548,0.00036535915204674466,1499894
572,3,0.0000020001413433215946,1499894
573,140,0.00009333992935500775,1499894
574,2111,0.0014074327919172955,1499894
575,87,0.00005800409895632625,1499894
576,37,0.000024668409900966334,1499894
577,117,0.0000780055123895422,1499894
578,1,0.0000006667137811071983,1499894
579,4,0.000002666855124428793,1499894
580,3792,0.0025281786579584957,1499894
581,35,0.00002333498233875194,1499894
582,618,0.0004120291167242485,1499894
583,5,0.0000033335689055359913,1499894
584,1,0.0000006667137811071983,1499894
585,1,0.0000006667137811071983,1499894
586,12,0.000008000565373286378,1499894
587,189,0.00012600890462926046,1499894
588,43,0.000028668692587609524,1499894
589,458,0.0003053549117470968,1499894
590,564,0.0003760265725444598,1499894
591,3,0.0000020001413433215946,1499894
592,1,0.0000006667137811071983,1499894
593,283,0.0001886800000533371,1499894
594,0,0,1499894
595,14,0.000009333992935500775,1499894
596,2,0.0000013334275622143966,1499894
597,107,0.00007133837457847021,1499894
598,467,0.00031135533577706157,1499894
599,53,0.000035335830398681505,1499894
600,89,0.000059337526518540645,1499894
601,2348,0.0015654439580397015,1499894
602,1,0.0000006667137811071983,1499894
603,2426,0.001617447632966063,1499894
604,212,0.00014134332159472602,1499894
605,2,0.0000013334275622143966,1499894
606,46,0.00003066883393093112,1499894
607,0,0,1499894
608,5,0.0000033335689055359913,1499894
609,459,0.000306021625528204,1499894
610,1007,0.0006713807775749486,1499894
611,207,0.00013800975268919003,1499894
612,116,0.000077338798608435,1499894
613,87,0.00005800409895632625,1499894
614,145,0.00009667349826054375,1499894
615,15902,0.010602082547166667,1499894
616,3,0.0000020001413433215946,1499894
617,6456,0.004304304170828071,1499894
618,27867,0.01857931293811429,1499894
619,12,0.000008000565373286378,1499894
620,275,0.00018334628980447952,1499894
621,11,0.0000073338515921791804,1499894
622,70,0.00004666996467750388,1499894
623,1023,0.0006820481980726638,1499894
624,65,0.000043336395771967885,1499894
625,2,0.0000013334275622143966,1499894
626,102,0.00006800480567293422,1499894
627,3995,0.002663521555523257,1499894
628,49,0.000032668975274252714,1499894
629,17,0.00001133413427882237,1499894
630,42,0.000028001978806502326,1499894
631,6,0.000004000282686643189,1499894
632,7651,0.005101027139251174,1499894
633,11,0.0000073338515921791804,1499894
634,132,0.00008800621910615017,1499894
635,106,0.00007067166079736301,1499894
636,1,0.0000006667137811071983,1499894
637,39,0.000026001837463180733,1499894
638,35,0.00002333498233875194,1499894
639,49,0.000032668975274252714,1499894
640,7,0.000004666996467750388,1499894
641,57,0.0000380026855231103,1499894
642,124,0.00008267250885729258,1499894
643,3017,0.002011475477600417,1499894
644,154,0.00010267392229050853,1499894
645,1,0.0000006667137811071983,1499894
646,719,0.00047936720861607555,1499894
647,6,0.000004000282686643189,1499894
648,2570,0.0017134544174454995,1499894
649,235,0.00015667773856019158,1499894
650,8,0.000005333710248857586,1499894
651,44,0.000029335406368716722,1499894
652,5,0.0000033335689055359913,1499894
653,2385,0.0015901123679406678,1499894
654,66,0.000044003109553075086,1499894
655,57,0.0000380026855231103,1499894
656,588,0.00039202770329103254,1499894
657,103,0.00006867151945404142,1499894
658,6,0.000004000282686643189,1499894
659,7,0.000004666996467750388,1499894
660,759,0.0005060357598603635,1499894
661,52,0.00003466911661757431,1499894
662,16,0.000010667420497715173,1499894
663,24,0.000016001130746572756,1499894
664,9,0.000006000424029964784,1499894
665,457,0.0003046881979659896,1499894
666,44,0.000029335406368716722,1499894
667,16,0.000010667420497715173,1499894
668,30,0.000020001413433215946,1499894
669,83,0.00005533724383189745,1499894
670,15,0.000010000706716607973,1499894
671,2826,0.0018841331454089421,1499894
672,122,0.00008133908129507819,1499894
673,162,0.00010800763253936611,1499894
674,9,0.000006000424029964784,1499894
675,26,0.000017334558308787155,1499894
676,118,0.0000786722261706494,1499894
677,38,0.000025335123682073532,1499894
678,3,0.0000020001413433215946,1499894
679,8,0.000005333710248857586,1499894
680,81,0.000054003816269683056,1499894
681,503,0.0003353570318969207,1499894
682,125,0.00008333922263839978,1499894
683,1,0.0000006667137811071983,1499894
684,7,0.000004666996467750388,1499894
685,363,0.00024201710254191297,1499894
686,31,0.000020668127214323144,1499894
687,18,0.000012000848059929568,1499894
688,10,0.000006667137811071983,1499894
689,92,0.00006133766786186223,1499894
690,10,0.000006667137811071983,1499894
691,8,0.000005333710248857586,1499894
692,36,0.000024001696119859136,1499894
693,10,0.000006667137811071983,1499894
694,13,0.000008667279154393578,1499894
695,10,0.000006667137811071983,1499894
696,53,0.000035335830398681505,1499894
697,10,0.000006667137811071983,1499894
698,15,0.000010000706716607973,1499894
699,10,0.000006667137811071983,1499894
700,1,0.0000006667137811071983,1499894
701,187,0.00012467547706704606,1499894
702,471,0.00031402219090149037,1499894
703,25951,0.017301889333512902,1499894
704,2108,0.001405432650573974,1499894
705,67,0.00004466982333418228,1499894
706,493,0.0003286898940858487,1499894
707,3,0.0000020001413433215946,1499894
708,1,0.0000006667137811071983,1499894
709,15,0.000010000706716607973,1499894
710,44,0.000029335406368716722,1499894
711,10,0.000006667137811071983,1499894
712,135,0.00009000636044947176,1499894
713,37,0.000024668409900966334,1499894
714,15,0.000010000706716607973,1499894
715,16,0.000010667420497715173,1499894
716,835,0.0005567060072245105,1499894
717,19,0.000012667561841036766,1499894
718,1114,0.0007427191521534189,1499894
719,41,0.00002733526502539513,1499894
720,219,0.00014601031806247641,1499894
721,76,0.000050670247364147064,1499894
722,8,0.000005333710248857586,1499894
723,5,0.0000033335689055359913,1499894
724,877,0.0005847079860310129,1499894
725,8,0.000005333710248857586,1499894
726,170,0.00011334134278822371,1499894
727,13,0.000008667279154393578,1499894
728,101,0.00006733809189182702,1499894
729,2,0.0000013334275622143966,1499894
730,942,0.0006280443818029807,1499894
731,23,0.00001533441696546556,1499894
732,42,0.000028001978806502326,1499894
733,208,0.00013867646647029724,1499894
734,2703,0.0018021273503327569,1499894
735,51,0.00003400240283646711,1499894
736,6,0.000004000282686643189,1499894
737,277,0.00018467971736669392,1499894
738,140,0.00009333992935500775,1499894
739,2667,0.0017781256542128978,1499894
740,28,0.00001866798587100155,1499894
741,3,0.0000020001413433215946,1499894
742,21,0.000014000989403251163,1499894
743,7,0.000004666996467750388,1499894
744,9,0.000006000424029964784,1499894
745,10171,0.0067811458676413135,1499894
746,24,0.000016001130746572756,1499894
747,51,0.00003400240283646711,1499894
748,8073,0.005382380354878411,1499894
749,215,0.0001433434629380476,1499894
750,4,0.000002666855124428793,1499894
751,1,0.0000006667137811071983,1499894
752,849,0.0005660400001600113,1499894
753,2,0.0000013334275622143966,1499894
754,15,0.000010000706716607973,1499894
755,7,0.000004666996467750388,1499894
756,74,0.00004933681980193267,1499894
757,2,0.0000013334275622143966,1499894
758,3,0.0000020001413433215946,1499894
759,5,0.0000033335689055359913,1499894
760,2,0.0000013334275622143966,1499894
761,33,0.000022001554776537543,1499894
762,18,0.000012000848059929568,1499894
763,29,0.00001933469965210875,1499894
764,221,0.00014734374562469082,1499894
765,2733,0.0018221287637659729,1499894
766,378,0.0002520178092585209,1499894
767,6,0.000004000282686643189,1499894
768,1270,0.0008467265020061417,1499894
769,2086,0.0013907649473896156,1499894
770,114,0.0000760053710462206,1499894
771,8088,0.00539238106159502,1499894
